t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,forecast
158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,168657.3000
158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,146949.2000
154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,146755.9000
153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,154263.8000
137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,149630.3000
154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149156.4000
150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,160032.8000
150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,150563.2000
153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,149537.6000
156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,158147.1000
150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,150741.8000
149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,147774.0000
160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,155475.3000
139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,150190.6000
160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,146387.3000
164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,167850.9000
143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,149656.9000
157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,150351.2000
163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,165260.5000
156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,144642.1000
151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,147788.7000
166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,162961.1000
153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,148972.0000
144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,148266.7000
159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,163795.9000
145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,142636.4000
157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,149884.9000
155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,162747.7000
145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,142027.3000
158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,145953.8000
153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,159891.8000
143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,143407.6000
152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,142834.5000
156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,162907.2000
148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,148192.2000
138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,144532.7000
161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,166539.9000
153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,147172.0000
138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,147246.7000
164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,160534.7000
139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,150120.0000,149025.0000
134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,144720.0000,145526.4000
161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,172260.0000,164048.8000
152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,150120.0000,145800.0000,147867.0000
149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,144720.0000,144720.0000,146256.3000
166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,172260.0000,172800.0000,166364.0000
145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,150120.0000,145800.0000,158220.0000,155966.1000
138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,144720.0000,144720.0000,146340.0000,146360.3000
165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,172260.0000,172800.0000,160920.0000,160582.8000
149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,150120.0000,145800.0000,158220.0000,155891.0000,153257.2000
153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,144720.0000,144720.0000,146340.0000,143471.0000,145632.9000
169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,172260.0000,172800.0000,160920.0000,169391.0000,164719.0000
159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,150120.0000,145800.0000,158220.0000,155891.0000,156600.0000,154515.3000
140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,144720.0000,144720.0000,146340.0000,143471.0000,149580.0000,146733.0000
164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,172260.0000,172800.0000,160920.0000,169391.0000,153900.0000,160861.4000
160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,142560.0000,158760.0000,159300.0000,158591.0000,153900.0000,151740.0000,136620.0000,143640.0000,127980.0000,137160.0000,140231.0000,149580.0000,143640.0000,150120.0000,145800.0000,158220.0000,155891.0000,156600.0000,157680.0000,155201.9000
160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,141480.0000,147420.0000,149580.0000,142931.0000,137160.0000,149040.0000,140400.0000,143640.0000,146880.0000,138240.0000,136451.0000,154980.0000,141480.0000,144720.0000,144720.0000,146340.0000,143471.0000,149580.0000,149580.0000,147058.1000
158220.0000,157511.0000,156060.0000,164160.0000,170640.0000,156060.0000,160380.0000,153900.0000,146171.0000,163620.0000,163620.0000,160380.0000,165240.0000,165240.0000,157140.0000,166151.0000,177660.0000,164160.0000,172260.0000,172800.0000,160920.0000,169391.0000,153900.0000,156600.0000,159975.0000
